Avg_Lifetime_Value,Total_Claim_Amount,Total_Policies,Avg_Monthly_Premium,Avg_Income,Total_Positive_Responses,Avg_Open_Complaints,Avg_Months_Since_Claim,High_Value_Customer,Cross_Sell_Potential,Engaged_Customer,Recency_Since_Last_Policy,Potential_Revenue_Increase,State,Coverage,Education,EmploymentStatus,Vehicle_Class,Premium_Affordability,Risk_Category,Retention_Risk,Cluster
4626.801093,547.2,1.0,114.0,79487.0,1,0.0,20.0,0,0,1,87,0.0,California,Basic,Master,Employed,SUV,High,Medium,Low,Balanced Portfolio
4686.469674,566.4,1.0,118.0,58089.0,1,0.0,31.0,0,0,1,83,0.0,Arizona,Basic,College,Employed,SUV,High,Medium,Low,Balanced Portfolio
6803.615629,451.2,6.0,94.0,0.0,0,0.0,25.0,0,1,0,20,94.0,California,Extended,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,388.8,2.0,81.0,0.0,0,2.0,3.0,1,0,0,60,0.0,Arizona,Extended,High School or Below,Unemployed,Four-Door Car,Low,Medium,Medium,Stable Revenue Contributors
6630.836094,315.950185,2.0,66.0,0.0,0,0.0,20.0,0,0,0,53,0.0,Arizona,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
7519.133631,185.355353,6.0,95.0,96306.0,1,1.0,12.0,0,1,1,17,95.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Medium,Balanced Portfolio
2589.695091,350.4,1.0,73.0,0.0,0,0.0,6.0,0,0,0,11,0.0,Oregon,Basic,College,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
5557.934118,331.2,5.0,69.0,83576.0,0,0.0,35.0,0,1,0,72,69.0,Oregon,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
14196.96535,463.457352,2.0,118.0,77738.0,0,0.0,18.0,1,0,0,47,0.0,California,Basic,High School or Below,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
9753.307106,8.312729,3.0,127.0,17514.0,0,0.0,2.0,0,1,0,5,127.0,Arizona,Extended,Bachelor,Medical Leave,SUV,Medium,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
7366.1883,17.742954,2.0,62.0,70014.0,0,0.0,6.0,0,0,0,4,0.0,Oregon,Basic,Bachelor,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
3350.687339,582.690575,1.0,83.0,94395.0,0,0.0,23.0,0,0,0,1,0.0,California,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
5395.091602,65.457366,5.0,67.0,86640.0,0,0.0,2.0,0,1,0,25,67.0,Washington,Basic,Bachelor,Employed,Four-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
5431.219117,140.747286,5.0,68.0,58161.0,0,0.0,19.0,0,1,0,19,68.0,Arizona,Basic,College,Employed,Four-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,960.399730125,8.5,170.5,49659.0,0,0.0,31.0,1,1,0,15,180.0,Washington,Extended,College,Employed,Luxury Car,High,High,Low,Stable Revenue Contributors
2354.322179,297.6,1.0,62.0,26184.0,0,0.0,1.0,0,0,0,92,0.0,Arizona,Basic,College,Disabled,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
2617.704041,345.6,1.0,72.0,14151.0,0,1.0,5.0,0,0,0,41,0.0,California,Basic,College,Medical Leave,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
2375.001798,278.804991,1.0,61.0,47455.0,0,0.0,1.0,0,0,0,61,0.0,Washington,Basic,College,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
5837.528088,419.471438,7.0,73.0,83308.0,0,1.0,3.0,0,1,0,81,73.0,Arizona,Basic,Doctor,Employed,Four-Door Car,High,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
10346.32454,470.4,2.0,98.0,0.0,0,0.0,1.0,1,0,0,15,0.0,Arizona,Extended,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,Stable Revenue Contributors
4260.765808,246.696768,1.0,106.0,47746.0,0,0.0,9.0,0,0,0,4,0.0,Arizona,Basic,High School or Below,Employed,SUV,High,Medium,Low,"High Income, Moderate Engagement"
4563.872603,595.2,1.0,124.0,0.0,0,0.0,32.0,0,0,0,39,0.0,California,Extended,High School or Below,Unemployed,SUV,Low,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,604.289428,2.0,103.0,24851.0,0,0.0,8.0,1,0,0,99,0.0,Arizona,Basic,High School or Below,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
3561.035706,712.8,1.0,99.0,0.0,0,0.0,35.0,0,0,0,15,0.0,Oregon,Extended,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
5878.199296,355.2,8.0,74.0,22061.0,0,0.0,25.0,0,1,0,25,74.0,California,Basic,College,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
11288.17204,307.89535,2.0,70.0,96399.0,0,0.0,1.0,1,0,0,28,0.0,California,Basic,College,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
2510.054168,525.6,1.0,73.0,0.0,0,0.0,29.0,0,0,0,38,0.0,Oregon,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
3618.686938,436.8,1.0,91.0,50755.0,0,0.0,21.0,0,0,0,25,0.0,Arizona,Extended,High School or Below,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
4170.687348,513.6,1.0,107.0,29462.0,1,1.0,28.0,0,0,1,23,0.0,California,Basic,Master,Employed,SUV,High,Medium,Medium,Balanced Portfolio
5880.256499,590.4,8.0,82.0,0.0,0,0.0,31.0,0,1,0,25,82.0,Oregon,Extended,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
9075.768214,158.077504,8.0,116.0,37722.0,1,0.0,8.0,0,1,1,23,116.0,Arizona,Basic,Master,Employed,Sports Car,High,Medium,Low,Balanced Portfolio
4468.510542,579.165954,5.0,73.0,0.0,0,3.0,7.0,0,1,0,57,73.0,Arizona,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
5581.761298,239.328571,3.0,70.0,62739.0,0,0.0,29.0,0,1,0,80,70.0,Washington,Basic,Master,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8026.379641,532.8,2.0,74.0,0.0,0,0.0,15.0,0,0,0,91,0.0,Arizona,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
8834.322784,226.9684,7.0,111.0,34133.0,0,0.0,0.0,0,1,0,72,111.0,Arizona,Basic,Bachelor,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5037.953998,326.4,8.5,68.0,0.0,0,1.0,28.0,0,1,0,23,68.0,Washington,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
5875.212734,164.746184,7.0,74.0,46417.0,0,0.0,16.0,0,1,0,14,74.0,Arizona,Basic,College,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5757.442258,174.041566,3.0,72.0,88997.0,1,0.0,9.0,0,1,1,71,72.0,Arizona,Basic,Master,Employed,Four-Door Car,High,Medium,Low,Balanced Portfolio
8053.268897,638.543326,5.0,105.0,17301.0,0,0.0,1.0,0,1,0,11,105.0,California,Premium,College,Disabled,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5318.89664,321.6,6.0,67.0,25134.0,1,0.0,3.0,0,1,1,0,67.0,California,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Low,Balanced Portfolio
16414.039911750002,571.2,2.0,119.0,66661.0,0,0.0,23.0,1,0,0,41,0.0,Nevada,Basic,Master,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
2763.519279,384.811147,1.0,69.0,56274.0,0,0.0,32.0,0,0,0,5,0.0,Washington,Basic,Bachelor,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
10153.88899,432.0,2.0,90.0,0.0,0,0.0,33.0,1,0,0,75,0.0,California,Extended,College,Unemployed,Four-Door Car,Low,Medium,Low,Stable Revenue Contributors
16414.039911750002,537.6,2.0,112.0,0.0,0,0.0,23.0,1,0,0,20,0.0,California,Basic,College,Unemployed,SUV,Low,Medium,Low,Stable Revenue Contributors
6677.418103,251.63901,8.5,97.0,0.0,0,1.0,10.0,0,1,0,77,97.0,Oregon,Extended,College,Unemployed,Two-Door Car,Low,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
14194.15441,336.0,2.0,70.0,88178.0,0,0.0,32.0,1,0,0,78,0.0,Arizona,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,Stable Revenue Contributors
4647.423581,580.8,1.0,121.0,28314.0,0,0.0,21.0,0,0,0,37,0.0,California,Extended,Bachelor,Employed,SUV,High,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,772.8,2.0,161.0,0.0,0,1.0,1.0,1,0,0,68,0.0,California,Premium,College,Unemployed,SUV,Low,High,Medium,Stable Revenue Contributors
16414.039911750002,398.4,2.0,83.0,24631.0,0,1.0,25.0,1,0,0,87,0.0,Arizona,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Medium,Stable Revenue Contributors
8256.2978,159.383042,2.0,69.0,62902.0,1,0.0,14.0,0,0,1,94,0.0,Arizona,Basic,Bachelor,Employed,Two-Door Car,High,Medium,Low,Balanced Portfolio
4282.947971,166.937747,1.0,109.0,40864.0,1,1.0,16.0,0,0,1,70,0.0,California,Basic,College,Employed,SUV,High,Medium,Medium,Balanced Portfolio
5266.420543,108.567965,8.0,65.0,93348.0,0,0.0,23.0,0,1,0,50,65.0,Oregon,Basic,High School or Below,Employed,Four-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
7268.736958,302.4,2.0,63.0,24445.0,0,0.0,18.0,0,0,0,15,0.0,Oregon,Basic,Bachelor,Employed,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
10852.95712,17.479575,2.0,97.0,67696.0,0,5.0,11.0,1,0,0,51,0.0,Nevada,Extended,College,Employed,Two-Door Car,High,Low,High,Stable Revenue Contributors
8092.87696,369.614729,3.0,102.0,50825.0,1,0.0,3.0,0,1,1,46,102.0,Arizona,Basic,College,Employed,SUV,High,Medium,Low,Balanced Portfolio
9002.409572,532.8,3.0,111.0,76184.0,0,0.0,23.0,0,1,0,19,111.0,Washington,Premium,High School or Below,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5612.375586,379.2,3.0,79.0,0.0,0,0.0,32.0,0,1,0,2,79.0,Oregon,Extended,Bachelor,Unemployed,Two-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
7956.150059,136.883999,2.0,67.0,44818.0,0,1.0,25.0,0,0,0,41,0.0,California,Basic,Master,Employed,Two-Door Car,High,Low,Medium,"High Income, Moderate Engagement"
4340.858797,595.2,1.0,124.0,0.0,0,0.0,6.0,0,0,0,34,0.0,Oregon,Extended,Bachelor,Unemployed,SUV,Low,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,219.209762,2.0,66.0,26876.0,0,0.0,12.0,1,0,0,53,0.0,California,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
16414.039911750002,960.399730125,2.0,103.0,0.0,0,0.0,9.0,1,0,0,72,0.0,Arizona,Basic,Bachelor,Unemployed,SUV,Low,High,Low,Stable Revenue Contributors
6520.824777,489.594642,6.0,80.0,93721.0,0,0.0,22.0,0,1,0,62,80.0,Arizona,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,247.911872,2.0,66.0,72215.0,0,0.0,22.0,1,0,0,23,0.0,Arizona,Basic,College,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
3834.210713,806.4,1.0,112.0,0.0,0,0.0,13.0,0,0,0,13,0.0,California,Basic,High School or Below,Unemployed,SUV,Low,High,Low,"High Income, Moderate Engagement"
5995.411008,76.025368,3.0,78.0,28804.0,0,0.0,6.0,0,1,0,84,78.0,Oregon,Extended,Bachelor,Medical Leave,Two-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
8364.502793,528.0,5.0,110.0,0.0,0,0.0,7.0,0,1,0,40,110.0,California,Basic,High School or Below,Unemployed,SUV,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5505.057003,301.437365,3.0,68.0,86132.0,0,0.0,30.0,0,1,0,10,68.0,California,Basic,College,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
7463.139377,42.920271,2.0,64.0,24599.0,0,1.0,12.0,0,0,0,50,0.0,Oregon,Basic,Bachelor,Employed,Four-Door Car,High,Low,Medium,"High Income, Moderate Engagement"
3141.252909,529.490007,1.0,80.0,43499.0,0,0.0,8.0,0,0,0,44,0.0,Arizona,Extended,College,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
2491.317024,67.530904,1.0,62.0,36631.0,1,0.0,30.0,0,0,1,77,0.0,Oregon,Basic,Doctor,Employed,Four-Door Car,High,Low,Low,Balanced Portfolio
4945.072236,292.8,3.0,61.0,78796.0,0,0.0,15.0,0,1,0,3,61.0,Nevada,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
4434.411172,125.933005,1.0,111.0,34549.0,0,0.0,8.0,0,0,0,78,0.0,Washington,Premium,High School or Below,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
8783.165364,806.4,8.0,112.0,16994.0,0,0.0,25.0,0,1,0,12,112.0,California,Basic,High School or Below,Disabled,SUV,High,High,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,379.029102,2.0,71.0,92766.0,1,0.0,17.0,1,0,1,15,0.0,Washington,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,Balanced Portfolio
6521.368813,393.6,8.0,82.0,72608.0,1,3.0,26.0,0,1,1,19,82.0,Oregon,Extended,College,Employed,Four-Door Car,High,Medium,High,Balanced Portfolio
3861.486269,281.110788,1.0,95.0,93272.0,1,0.0,3.0,0,0,1,54,0.0,Oregon,Extended,College,Employed,Four-Door Car,High,Medium,Low,Balanced Portfolio
3567.503755,660.430456,1.0,102.0,0.0,1,0.0,28.0,0,0,1,11,0.0,California,Basic,Bachelor,Unemployed,SUV,Low,Medium,Low,Balanced Portfolio
16414.039911750002,52.336233,2.0,113.0,63401.0,0,0.0,21.0,1,0,0,15,0.0,Arizona,Basic,Master,Employed,SUV,High,Low,Low,Stable Revenue Contributors
9161.655119,441.992043,3.0,113.0,91763.0,0,0.0,22.0,0,1,0,64,113.0,California,Basic,High School or Below,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2781.446975,302.942519,1.0,72.0,56218.0,0,2.0,17.0,0,0,0,74,0.0,Arizona,Basic,Bachelor,Employed,Four-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
13727.79972,604.8,2.0,126.0,0.0,1,0.0,12.0,1,0,1,4,0.0,Washington,Extended,College,Unemployed,SUV,Low,Medium,Low,Balanced Portfolio
16414.039911750002,113.237624,2.0,116.0,51294.0,0,0.0,19.0,1,0,0,45,0.0,Nevada,Basic,High School or Below,Employed,SUV,High,Low,Low,Stable Revenue Contributors
7615.369665,163.411884,2.0,64.0,90918.0,0,0.0,22.0,0,0,0,19,0.0,Washington,Basic,College,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
8470.036773,619.973889,8.0,113.0,0.0,0,0.0,34.0,0,1,0,5,113.0,California,Basic,High School or Below,Unemployed,SUV,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,960.399730125,2.0,170.5,39335.0,0,0.0,0.0,1,0,0,11,0.0,Arizona,Extended,High School or Below,Employed,Luxury SUV,High,High,Low,Stable Revenue Contributors
4595.043966,460.8,6.0,64.0,0.0,0,0.0,16.0,0,1,0,62,64.0,Arizona,Basic,Bachelor,Unemployed,Two-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
16414.039911750002,350.4,2.0,73.0,21159.0,0,0.0,35.0,1,0,0,14,0.0,Oregon,Basic,High School or Below,Disabled,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
3497.483075,569.124597,1.0,88.0,63189.0,0,0.0,16.0,0,0,0,95,0.0,California,Extended,College,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,562.021558,2.0,101.0,22971.0,0,0.0,24.0,1,0,0,8,0.0,Arizona,Basic,High School or Below,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
16414.039911750002,377.385724,2.0,113.0,96866.0,0,1.0,26.0,1,0,0,88,0.0,California,Basic,Bachelor,Employed,SUV,High,Medium,Medium,Stable Revenue Contributors
8879.790017,528.20086,7.0,113.0,52583.0,1,0.0,12.0,0,1,1,59,113.0,Oregon,Basic,High School or Below,Employed,SUV,High,Medium,Low,Balanced Portfolio
2379.614363,747.107317,1.0,71.0,0.0,0,0.0,28.0,0,0,0,15,0.0,Arizona,Basic,College,Unemployed,Four-Door Car,Low,High,Low,"High Income, Moderate Engagement"
5219.754045,413.238845,6.0,66.0,48203.0,0,0.0,20.0,0,1,0,47,66.0,California,Basic,College,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5182.462266,939.528475,1.0,135.0,0.0,0,1.0,2.0,0,0,0,41,0.0,California,Extended,Master,Unemployed,SUV,Low,High,Medium,"High Income, Moderate Engagement"
4322.240343,571.2,1.0,119.0,0.0,0,0.0,0.0,0,0,0,37,0.0,Oregon,Basic,High School or Below,Unemployed,SUV,Low,Medium,Low,"High Income, Moderate Engagement"
5638.262608,51.995897,6.0,71.0,56017.0,0,0.0,1.0,0,1,0,98,71.0,Arizona,Basic,Bachelor,Employed,Four-Door Car,High,Low,Low,"Moderate Income, Lower Cross-Sell Potential"
12590.93519,508.8,2.0,106.0,62575.0,0,0.0,5.0,1,0,0,21,0.0,Oregon,Premium,College,Employed,Two-Door Car,High,Medium,Low,Stable Revenue Contributors
16414.039911750002,336.0,2.0,70.0,49825.0,0,3.0,14.0,1,0,0,27,0.0,Nevada,Basic,High School or Below,Employed,Two-Door Car,High,Medium,High,Stable Revenue Contributors
5083.789524,73.258034,4.0,64.0,62088.0,0,2.0,6.0,0,1,0,28,64.0,Washington,Basic,Bachelor,Employed,Two-Door Car,High,Low,Medium,"Moderate Income, Lower Cross-Sell Potential"
11619.91802,25.336642,2.0,72.0,78275.0,0,0.0,12.0,1,0,0,36,0.0,Arizona,Basic,High School or Below,Employed,Two-Door Car,High,Low,Low,Stable Revenue Contributors
8581.278701,960.399730125,1.0,170.5,27689.0,0,2.0,0.0,0,0,0,72,0.0,Arizona,Extended,Bachelor,Medical Leave,Luxury SUV,Medium,High,Medium,"High Income, Moderate Engagement"
8456.455313,367.230882,8.5,105.0,89918.0,0,0.0,15.0,0,1,0,72,105.0,Oregon,Basic,College,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
7494.087341,326.4,2.0,68.0,0.0,0,0.0,6.0,0,0,0,25,0.0,Arizona,Basic,Bachelor,Unemployed,Four-Door Car,Low,Medium,Low,"High Income, Moderate Engagement"
7284.262288,296.962938,2.0,64.0,10334.0,0,0.0,5.0,0,0,0,80,0.0,Oregon,Basic,College,Medical Leave,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
11855.13545,960.399730125,5.0,170.0,0.0,0,0.0,10.0,1,1,0,74,170.0,California,Premium,Bachelor,Unemployed,SUV,Low,High,Low,Stable Revenue Contributors
5948.98896,840.231575,1.0,148.0,88122.0,0,0.0,15.0,0,0,0,10,0.0,California,Premium,High School or Below,Employed,SUV,High,High,Low,"High Income, Moderate Engagement"
6552.399896,175.972039,3.0,86.0,56188.0,0,3.0,20.0,0,1,0,52,86.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
2505.42043,46.278027,1.0,63.0,60546.0,0,0.0,21.0,0,0,0,71,0.0,Oregon,Basic,Master,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
16414.039911750002,316.8,2.0,66.0,65903.0,0,0.0,4.0,1,0,0,98,0.0,Oregon,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
16414.039911750002,133.284622,2.0,62.0,60426.0,0,0.0,0.0,1,0,0,97,0.0,Arizona,Basic,Master,Employed,Two-Door Car,High,Low,Low,Stable Revenue Contributors
9671.98323,417.6,2.0,87.0,17103.0,0,0.0,24.0,0,0,0,29,0.0,Oregon,Extended,Bachelor,Disabled,Two-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
3808.122147,451.2,1.0,94.0,94903.0,1,0.0,3.0,0,0,1,38,0.0,California,Extended,College,Employed,Two-Door Car,High,Medium,Low,Balanced Portfolio
15119.55539,142.205246,2.0,63.0,47725.0,0,0.0,10.0,1,0,0,66,0.0,Nevada,Basic,Doctor,Employed,Two-Door Car,High,Low,Low,Stable Revenue Contributors
12157.32992,494.4,2.0,103.0,57449.0,1,0.0,6.0,1,0,1,28,0.0,Arizona,Premium,High School or Below,Employed,Four-Door Car,High,Medium,Low,Balanced Portfolio
9120.065162,370.285349,8.5,113.0,63878.0,0,0.0,32.0,0,1,0,47,113.0,Nevada,Basic,College,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
4949.525372,331.2,7.0,69.0,0.0,0,0.0,27.0,0,1,0,56,69.0,Oregon,Basic,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
7482.851041,960.399730125,3.0,101.0,0.0,0,0.0,17.0,0,1,0,20,101.0,California,Basic,Bachelor,Unemployed,SUV,Low,High,Low,"Moderate Income, Lower Cross-Sell Potential"
6104.849081,338.144854,5.0,77.0,62455.0,0,1.0,27.0,0,1,0,85,77.0,California,Extended,High School or Below,Employed,Two-Door Car,High,Medium,Medium,"Moderate Income, Lower Cross-Sell Potential"
2552.913868,80.119997,1.0,67.0,33124.0,0,0.0,35.0,0,0,0,7,0.0,Oregon,Basic,College,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
5608.316348,345.6,8.5,72.0,67176.0,0,0.0,20.0,0,1,0,90,72.0,Washington,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
9189.518267,228.049424,5.0,117.0,99443.0,0,4.0,6.0,0,1,0,6,117.0,California,Basic,Doctor,Employed,SUV,High,Medium,High,"Moderate Income, Lower Cross-Sell Potential"
9709.746073,827.085431,7.0,133.0,0.0,0,0.0,11.0,0,1,0,30,133.0,Oregon,Extended,College,Unemployed,SUV,Low,High,Low,"Moderate Income, Lower Cross-Sell Potential"
8207.702516,499.2,7.0,104.0,40420.0,0,0.0,2.0,0,1,0,10,104.0,California,Basic,High School or Below,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
3240.667531,128.57791,1.0,81.0,30646.0,0,0.0,26.0,0,0,0,26,0.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Low,Low,"High Income, Moderate Engagement"
2409.760898,167.138119,1.0,62.0,59665.0,0,1.0,33.0,0,0,0,3,0.0,Arizona,Basic,Bachelor,Employed,Two-Door Car,High,Medium,Medium,"High Income, Moderate Engagement"
5279.478432,312.0,8.5,65.0,92589.0,0,0.0,29.0,0,1,0,20,65.0,Washington,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5170.811494,859.599411,5.0,71.0,0.0,0,0.0,5.0,0,1,0,20,71.0,Oregon,Basic,College,Unemployed,Four-Door Car,Low,High,Low,"Moderate Income, Lower Cross-Sell Potential"
16261.5855,643.2,2.0,134.0,60646.0,0,0.0,31.0,1,0,0,42,0.0,California,Extended,Master,Employed,SUV,High,Medium,Low,Stable Revenue Contributors
6950.100195,603.100479,8.0,88.0,21687.0,0,0.0,10.0,0,1,0,68,88.0,California,Extended,High School or Below,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
6803.596768,960.399730125,1.0,170.5,43758.0,0,0.0,16.0,0,0,0,29,0.0,Arizona,Premium,High School or Below,Employed,SUV,High,High,Low,"High Income, Moderate Engagement"
8417.159538,537.6,7.0,112.0,20215.0,0,0.0,10.0,0,1,0,8,112.0,Nevada,Premium,Bachelor,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
4736.34799,585.454243,3.0,65.0,0.0,0,0.0,33.0,0,1,0,1,65.0,California,Basic,High School or Below,Unemployed,Two-Door Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
3299.339339,178.842061,1.0,92.0,66114.0,0,4.0,12.0,0,0,0,6,0.0,California,Extended,College,Employed,Four-Door Car,High,Medium,High,"High Income, Moderate Engagement"
2747.429661,368.963633,1.0,68.0,83502.0,0,0.0,25.0,0,0,0,36,0.0,Arizona,Basic,Doctor,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
14590.24583,255.285875,2.0,62.0,46244.0,0,0.0,8.0,1,0,0,3,0.0,California,Basic,College,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
9743.350113,393.6,2.0,82.0,24028.0,0,0.0,14.0,0,0,0,27,0.0,Oregon,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"High Income, Moderate Engagement"
16414.039911750002,340.8,2.0,71.0,51747.0,0,0.0,8.0,1,0,0,71,0.0,Oregon,Basic,High School or Below,Employed,Four-Door Car,High,Medium,Low,Stable Revenue Contributors
6262.663307,466.436375,1.0,159.0,30110.0,0,0.0,20.0,0,0,0,71,0.0,Oregon,Premium,College,Employed,Sports Car,High,Medium,Low,"High Income, Moderate Engagement"
6457.560953,160.598662,3.0,81.0,37548.0,0,0.0,12.0,0,1,0,9,81.0,Arizona,Extended,Bachelor,Employed,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
2921.490461,90.094835,1.0,73.0,62018.0,0,0.0,2.0,0,0,0,59,0.0,California,Basic,Bachelor,Employed,Two-Door Car,High,Low,Low,"High Income, Moderate Engagement"
16414.039911750002,364.8,2.0,76.0,0.0,0,0.0,2.0,1,0,0,66,0.0,Arizona,Extended,High School or Below,Unemployed,Four-Door Car,Low,Medium,Low,Stable Revenue Contributors
8509.019846,273.250112,3.0,106.0,56481.0,0,0.0,7.0,0,1,0,17,106.0,Nevada,Basic,Bachelor,Employed,SUV,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
5257.241485,386.160674,4.0,67.0,56154.0,0,0.0,6.0,0,1,0,26,67.0,California,Basic,High School or Below,Employed,Two-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
10169.36981,648.0,8.0,135.0,0.0,0,0.0,32.0,1,1,0,61,135.0,Arizona,Extended,High School or Below,Unemployed,Sports Car,Low,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
8936.370357,722.404711,3.0,116.0,18141.0,0,0.0,2.0,0,1,0,87,116.0,California,Premium,Bachelor,Disabled,Four-Door Car,High,Medium,Low,"Moderate Income, Lower Cross-Sell Potential"
